id,name,weight,height,armSpan,legSwing,weightCategory.id,weightCategory.name,dateOfBirth,country,city,timezone
2925,Bryan Pardoe,92.99,185.42,185.42,101.7,8,Полутяжелый вес,1970-01-01,,,
2926,Ido Pariente,70.31,172.72,172.72,101.7,6,Полусредний вес,1970-01-01,,,
2927,Won Sik Park,69.85,180.34,180.34,101.7,5,Легкий вес,1970-01-01,South Korea,Uslan,Asia/Seoul
2928,Josh Parisian,120.2,193.04,193.04,101.7,14,Не определена,1989-06-28,USA,,America/New_York
2929,Larry Parker,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,,,
2930,Harvey Park,70.31,182.88,177.8,101.7,6,Полусредний вес,1986-03-22,USA,Downey,America/Los_Angeles
2931,Willie Parks,83.91,177.8,177.8,101.7,7,Средний вес,1983-11-04,,,
2932,Tyra Parker,52.16,165.1,165.1,101.7,10,Женский минимальный вес,1970-01-01,,,
2933,Jordan Parsons,65.77,175.26,175.26,101.7,4,Полулегкий вес,1990-08-26,,,
2934,Russell Patrick,65.77,175.26,175.26,101.7,4,Полулегкий вес,1970-01-01,,,
2935,Justin Patterson,77.11,177.8,177.8,101.7,7,Средний вес,1985-12-07,USA,Arlington,
2936,Sarah Payant,52.16,162.56,162.56,101.7,10,Женский минимальный вес,1970-01-01,USA,,America/New_York
2937,Jonathan Pearce,70.31,182.88,180.34,101.7,6,Полусредний вес,1992-05-01,USA,Johnson City,
2938,Roland Payne,92.99,175.26,175.26,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
2940,Joe Pearson,65.77,177.8,177.8,101.7,4,Полулегкий вес,1978-03-28,USA,Davenport,America/Chicago
2941,Willie Peeters,99.79,175.26,175.26,101.7,9,Тяжелый вес,1965-10-26,,,
2942,Yan Pellerin,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,Canada,Gatineau,America/Montreal
2945,Godofredo Pepey,65.77,170.18,185.42,101.7,4,Полулегкий вес,1987-07-02,Brazil,Fortaleza,America/Fortaleza
2946,Jerron Peoples,77.11,182.88,182.88,101.7,7,Средний вес,1982-05-04,,,
2947,Ray Perales,77.11,177.8,177.8,101.7,7,Средний вес,1970-01-01,,,
2948,Philip Perez,70.31,165.1,165.1,101.7,6,Полусредний вес,1970-01-01,,,
2949,Rolando Perez,61.24,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,,,
2951,Jason Perrin,61.24,170.18,175.26,101.7,4,Полулегкий вес,1993-06-15,,,
2952,Leiticia Pestova,61.24,167.64,167.64,101.7,4,Полулегкий вес,1984-01-15,,,
2954,Peter Petties,65.77,180.34,182.88,101.7,4,Полулегкий вес,1990-12-20,USA,North Brunswick,America/New_York
2955,Cory Peterson,181.44,210.82,210.82,101.7,14,Не определена,1970-01-01,,,
2958,Kyler Phillips,61.24,172.72,172.72,101.7,4,Полулегкий вес,1995-06-12,USA,Torrance,America/Los_Angeles
2959,Dave Phillips,83.91,182.88,182.88,101.7,7,Средний вес,1980-01-12,,,
2960,Nick Pica,83.91,177.8,177.8,101.7,7,Средний вес,1970-01-01,USA,Pittsburg,America/Chicago
2961,Adam Piccolotti,70.31,180.34,180.34,101.7,6,Полусредний вес,1988-10-23,USA,Half Moon Bay,
2962,Jamie Pickett,83.91,187.96,203.2,101.7,7,Средний вес,1988-08-29,USA,,America/New_York
2963,Nick Piedmont,65.77,177.8,177.8,101.7,4,Полулегкий вес,1970-01-01,USA,,America/New_York
2964,Dmitry Poberezhets,107.5,190.5,190.5,101.7,9,Тяжелый вес,1985-06-11,Ukraine,Lviv,Europe/Kiev
2965,Maki Pitolo,77.11,177.8,190.5,101.7,7,Средний вес,1990-11-24,USA,,America/New_York
2966,Jamal Pogues,92.99,190.5,195.58,101.7,8,Полутяжелый вес,1995-12-01,USA,Los Angeles,America/Los_Angeles
2968,Alexander Poppeck,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1992-04-06,Germany,,Europe/Berlin
2969,Mike Polchlopek,129.27,193.04,193.04,101.7,14,Не определена,1965-12-27,,,
2973,Philip Preece,92.99,172.72,172.72,101.7,8,Полутяжелый вес,1970-01-01,,,
2974,Brent Primus,70.31,177.8,177.8,101.7,6,Полусредний вес,1985-04-12,USA,Eugene,America/Los_Angeles
2975,Cole Province,65.77,175.26,172.72,101.7,4,Полулегкий вес,1981-01-17,,,
2976,Daniel Puder,106.59,190.5,190.5,101.7,9,Тяжелый вес,1981-10-09,,,
2977,Bubba Pugh,83.91,177.8,177.8,101.7,7,Средний вес,1970-01-01,,,
2978,Hugh Pulley,70.31,182.88,182.88,101.7,6,Полусредний вес,1970-01-01,USA,,America/New_York
2979,Bao Quach,65.77,160.02,160.02,101.7,4,Полулегкий вес,1979-09-04,,,
2980,Josh Pulsifer,65.77,177.8,177.8,101.7,4,Полулегкий вес,1983-03-16,,,
2981,Gary Quan,64.86,172.72,172.72,101.7,4,Полулегкий вес,1971-04-11,,,
2982,Billy Quarantillo,65.77,177.8,177.8,101.7,4,Полулегкий вес,1988-12-08,USA,Ransomville,America/New_York
2983,Ryan Quinn,65.77,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,,,
2985,Josh Rafferty,77.11,182.88,182.88,101.7,7,Средний вес,1981-01-06,USA,,America/New_York
2986,Gilbert Rael,70.31,172.72,172.72,101.7,6,Полусредний вес,1970-01-01,,,
2987,Shavkat Rakhmonov,77.11,185.42,185.42,101.7,7,Средний вес,1994-10-23,Kazakhstan,,Asia/Aqtobe
2988,Amir Rahnavardi,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1974-12-07,,,
2989,Matt Ramirez,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1970-01-01,USA,,
2990,Steve Ramirez,56.7,170.18,170.18,101.7,2,Наилегчайший вес,1970-01-01,USA,,America/New_York
2992,Andrew Ramm,72.57,185.42,185.42,101.7,6,Полусредний вес,1970-01-01,,,
2993,Raou Raou,88.45,172.72,172.72,101.7,8,Полутяжелый вес,1970-01-01,,,
2994,Ian Rammel,83.91,182.88,182.88,101.7,7,Средний вес,1985-07-22,,,
2995,David Rasouli,70.31,170.18,170.18,101.7,6,Полусредний вес,1970-01-01,,,
2996,Hussain Rasouli,61.24,167.64,167.64,101.7,4,Полулегкий вес,1970-01-01,,,
2998,Ed Ratcliff,70.31,177.8,180.34,101.7,6,Полусредний вес,1983-03-05,,,
3000,Iony Razafiarison,65.77,160.02,160.02,101.7,4,Полулегкий вес,1984-12-23,France,Paris,Europe/Paris
3001,Antony Rea,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1976-07-15,France,,Europe/Paris
3002,Rafael Rebello,61.24,165.1,170.18,101.7,4,Полулегкий вес,1980-10-16,,,
3004,Greg Rebello,108.86,182.88,185.42,101.7,9,Тяжелый вес,1982-06-13,USA,,America/New_York
3005,John Reedy,70.31,172.72,172.72,101.7,6,Полусредний вес,1970-01-01,,,
3006,Karl Reed,92.99,190.5,198.12,101.7,8,Полутяжелый вес,1988-10-27,USA,Tabernacle,America/New_York
3007,Stephen Regman,83.91,180.34,193.04,101.7,7,Средний вес,1991-08-05,USA,,America/New_York
3008,James Reese,70.31,175.26,175.26,101.7,6,Полусредний вес,1980-12-21,,,
3009,John Renken,86.18,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,,,
3010,Ben Reiter,83.91,190.5,190.5,101.7,7,Средний вес,1987-06-27,USA,Nesconset,
3011,Victor Reyna,77.11,180.34,185.42,101.7,7,Средний вес,1986-08-05,USA,Arlington,
3012,Herman Renting,97.52,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,,,
3013,Gaston Reyno,65.77,182.88,182.88,101.7,4,Полулегкий вес,1986-11-11,Uruguay,,America/Montevideo
3014,Lucrezia Ria,56.7,167.64,167.64,101.7,2,Наилегчайший вес,1992-06-24,Italy,,Europe/Rome
3015,Vitor Ribeiro,69.85,172.72,172.72,101.7,5,Легкий вес,1979-02-24,Brazil,Rio de Janeiro,America/Sao_Paulo
3016,Will Ribeiro,61.24,172.72,172.72,101.7,4,Полулегкий вес,1983-02-17,,,
3019,Mike Richman,61.24,172.72,172.72,101.7,4,Полулегкий вес,1985-06-23,USA,,America/New_York
3020,Rex Richards,120.2,195.58,195.58,101.7,14,Не определена,1970-01-01,,,
3021,Dave Rickels,70.31,180.34,180.34,101.7,6,Полусредний вес,1989-01-05,,,
3022,Jeremiah Riggs,83.91,182.88,182.88,101.7,7,Средний вес,1982-12-17,,,
3023,Moise Rimbon,92.99,177.8,177.8,101.7,8,Полутяжелый вес,1977-04-20,France,,Europe/Paris
3024,Jason Riley,111.13,198.12,198.12,101.7,9,Тяжелый вес,1975-09-22,,,
3026,Albert Rios,65.77,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,,,
3027,Maria Rios,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1983-05-31,,,
3028,Shannon Ritch,86.18,175.26,175.26,101.7,8,Полутяжелый вес,1970-09-27,USA,,America/New_York
3031,Justin Robbins,61.24,165.1,165.1,101.7,4,Полулегкий вес,1980-07-29,USA,,America/New_York
3032,Nicdali Rivera-Calanoc,47.63,160.02,160.02,101.7,14,Не определена,1985-06-12,Mexico,Chihuahua,America/Chihuahua
3033,Kali Robbins,52.16,160.02,160.02,101.7,10,Женский минимальный вес,1984-07-05,USA,Milwaukee,America/Chicago
3034,Ryan Roberts,70.31,167.64,167.64,101.7,6,Полусредний вес,1978-07-16,USA,,America/New_York
3035,Chad Robichaux,61.24,162.56,162.56,101.7,4,Полулегкий вес,1975-08-18,,,
3036,Taylor Roberts,77.11,180.34,180.34,101.7,7,Средний вес,1970-01-01,,,
3037,Daniel Rodriguez,77.11,185.42,190.5,101.7,7,Средний вес,1986-12-31,USA,,
3038,Kevin Roddy,65.77,180.34,180.34,101.7,4,Полулегкий вес,1970-01-01,,,
3039,Ray Rodriguez,61.24,170.18,175.26,101.7,4,Полулегкий вес,1987-12-10,USA,,America/New_York
3040,Brett Rogers,120.2,195.58,205.74,101.7,14,Не определена,1981-02-17,,,
3041,Pete Rogers Jr.,65.77,182.88,182.88,101.7,4,Полулегкий вес,1970-01-01,USA,Norwich,Europe/London
3042,Brian Rogers,83.91,180.34,180.34,101.7,7,Средний вес,1984-02-15,,,
3043,Tim Roman,77.11,185.42,185.42,101.7,7,Средний вес,1985-06-08,,,
3044,Alexander Romanov,120.2,182.88,182.88,101.7,14,Не определена,1990-12-11,Moldova,Comrat,Europe/Chisinau
3045,Karol Rosa,61.24,165.1,170.18,101.7,4,Полулегкий вес,1994-12-30,Brazil,,America/Sao_Paulo
3046,Jacob Rosales,70.31,180.34,180.34,101.7,6,Полусредний вес,1995-07-28,USA,La Habra,
3048,Nick Rossborough,92.99,195.58,195.58,101.7,8,Полутяжелый вес,1981-11-18,USA,,America/New_York
3049,Kristian Rothaermel,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1972-01-31,,,
3050,Rick Roufus,93.89,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,,,
3051,Roberta Rovel,65.77,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,,,
3052,Ray Routh,83.91,172.72,172.72,101.7,7,Средний вес,1970-01-01,,,
3053,Philip Rowe,77.11,190.5,203.2,101.7,7,Средний вес,1990-07-18,USA,Brooklyn,
3056,Murilo Rua,83.91,180.34,180.34,101.7,7,Средний вес,1980-05-22,,,
3057,Rodolfo Rubio,65.77,165.1,167.64,101.7,4,Полулегкий вес,1987-01-29,,,
3058,Anthony Ruiz,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1977-11-03,USA,Oakhurst,
3060,Paul Ruiz,61.24,167.64,167.64,101.7,4,Полулегкий вес,1987-06-23,,,
3062,Yusup Saadulaev,61.24,167.64,167.64,101.7,4,Полулегкий вес,1985-03-31,Russia,Republic of Dagestan,Europe/Moscow
3063,Yukio Sakaguchi,83.91,175.26,175.26,101.7,7,Средний вес,1973-07-26,,,
3064,Wataru Sakata,88.45,175.26,175.26,101.7,8,Полутяжелый вес,1973-03-11,Japan,Aichi,Asia/Tokyo
3065,Kazushi Sakuraba,83.91,182.88,182.88,101.7,7,Средний вес,1969-07-14,Japan,Katagami,Asia/Tokyo
3066,John Salgado,77.11,177.8,177.8,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
3067,Ryuta Sakurai,83.01,170.18,170.18,101.7,7,Средний вес,1970-01-01,Japan,Mito,Asia/Tokyo
3068,Brandon Saling,77.11,177.8,177.8,101.7,7,Средний вес,1986-01-28,,,
3069,Gabriel Salinas-Jones,111.13,185.42,185.42,101.7,9,Тяжелый вес,1984-11-20,,,
3070,Johnny Sampaio,77.11,172.72,172.72,101.7,7,Средний вес,1975-09-11,,,
3071,Josh San Diego,61.24,177.8,177.8,101.7,4,Полулегкий вес,1970-01-01,USA,,America/New_York
3072,Bobby Sanchez,70.31,170.18,170.18,101.7,6,Полусредний вес,1970-01-01,USA,,America/New_York
3073,Emmanuel Sanchez,65.77,175.26,175.26,101.7,4,Полулегкий вес,1990-08-11,USA,,America/New_York
3074,Donald Sanchez,65.77,177.8,177.8,101.7,4,Полулегкий вес,1984-08-18,USA,,America/New_York
3075,Erick Sanchez,65.77,177.8,177.8,101.7,4,Полулегкий вес,1990-10-04,USA,Sacramento,America/Los_Angeles
3078,Jonathan Santa Maria,56.7,175.26,175.26,101.7,2,Наилегчайший вес,1970-01-01,,,
3079,Yuhi Sano,110.22,180.34,180.34,101.7,9,Тяжелый вес,1965-02-02,,,
3080,Will Santiago,83.91,170.18,170.18,101.7,7,Средний вес,1983-02-08,USA,Lawrence,America/Chicago
3081,Sean Santella,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1984-10-25,USA,,America/New_York
3082,Richie Santiago,61.24,170.18,170.18,101.7,4,Полулегкий вес,1992-10-10,USA,,America/New_York
3084,Art Santore,83.91,187.96,187.96,101.7,7,Средний вес,1972-10-26,,,
3085,Evangelista Santos,77.11,177.8,193.04,101.7,7,Средний вес,1977-12-12,,,
3086,Andre Santos,77.11,182.88,182.88,101.7,7,Средний вес,1970-01-01,Brazil,,America/Sao_Paulo
3087,Luis Santos,77.11,185.42,185.42,101.7,7,Средний вес,1970-01-01,Brazil,Belem,America/Belem
3088,Marilia Santos,56.7,162.56,162.56,101.7,2,Наилегчайший вес,1992-12-12,Brazil,Sao Felix,America/Sao_Paulo
3089,Gleristone Santos,65.77,175.26,175.26,101.7,4,Полулегкий вес,1988-08-20,Brazil,Campina Grande,America/Fortaleza
3090,Bob Sapp,158.76,195.58,195.58,101.7,14,Не определена,1974-09-22,,,
3091,Daniel Sarafian,83.91,175.26,185.42,101.7,7,Средний вес,1982-08-21,Brazil,Sao Paulo,America/Sao_Paulo
3092,Alexander Sarnavskiy,70.31,180.34,180.34,101.7,6,Полусредний вес,1989-01-17,Russia,,Europe/Moscow
3093,Harris Sarmiento,70.31,175.26,175.26,101.7,6,Полусредний вес,1983-09-09,,,
3094,Kyosuke Sasaki,83.01,170.18,170.18,101.7,7,Средний вес,1970-01-01,,,
3095,Masaaki Satake,99.79,185.42,185.42,101.7,9,Тяжелый вес,1965-08-17,,,
3096,Jeimeson Saudino,61.24,167.64,167.64,101.7,4,Полулегкий вес,1991-03-05,USA,,America/New_York
3097,Tom Sauer,119.29,185.42,185.42,101.7,9,Тяжелый вес,1970-11-11,,,
3098,Chad W. Saunders,77.11,177.8,177.8,101.7,7,Средний вес,1970-01-01,,,
3099,Chris Saunders,70.31,172.72,172.72,101.7,6,Полусредний вес,1986-03-11,USA,,America/New_York
3100,Lumumba Sayers,83.91,182.88,182.88,101.7,7,Средний вес,1978-06-30,,,
3101,Eric Schambari,83.91,180.34,180.34,101.7,7,Средний вес,1978-04-22,,,
3102,Joe Schilling,83.91,190.5,190.5,101.7,7,Средний вес,1970-01-01,USA,Dayton,America/New_York
3103,Antonio Schembri,92.99,175.26,175.26,101.7,8,Полутяжелый вес,1974-06-01,,,
3105,Adam Schindler,70.31,172.72,172.72,101.7,6,Полусредний вес,1983-05-19,,,
3106,Bob Schrijber,108.86,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,,,
3108,Lacey Schuckman,56.7,160.02,160.02,101.7,2,Наилегчайший вес,1970-01-01,USA,,America/New_York
3109,Brian Schwartz,77.11,190.5,190.5,101.7,7,Средний вес,1970-01-01,,,
3111,Greg Scott,65.77,175.26,175.26,101.7,4,Полулегкий вес,1970-01-01,,,
3112,Matt Secor,77.11,182.88,182.88,101.7,7,Средний вес,1986-09-26,USA,,America/New_York
3113,Mike Seal,83.91,193.04,193.04,101.7,7,Средний вес,1970-01-01,Mexico,Tijuana,America/Tijuana
3114,Rony Sefo,102.06,175.26,175.26,101.7,9,Тяжелый вес,1970-01-01,,,
3115,Kenneth Seegrist,83.91,182.88,182.88,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
3116,Ray Sefo,108.86,182.88,182.88,101.7,9,Тяжелый вес,1971-02-15,,,
3117,Brendan Seguin,83.91,182.88,182.88,101.7,7,Средний вес,1976-07-03,,,
3118,Brandon Sene,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1981-05-21,,,
3119,Kim In Seok,65.77,167.64,167.64,101.7,4,Полулегкий вес,1970-01-01,,,
3120,Ray Seraille,111.58,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,,,
3121,Alex Serdyukov,77.11,187.96,187.96,101.7,7,Средний вес,1980-05-24,,,
3123,Nick Serra,77.11,175.26,175.26,101.7,7,Средний вес,1978-03-27,USA,,America/New_York
3124,Scott Shaffer,65.77,170.18,170.18,101.7,4,Полулегкий вес,1970-01-01,,,
3125,Carl Seumanutafa,115.67,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,Western Samoa,,
3126,Leon Shahbazyan,77.11,193.04,187.96,101.7,7,Средний вес,1995-11-18,Los Angeles,,
3128,Raja Shippen,65.77,167.64,167.64,101.7,4,Полулегкий вес,1986-10-07,USA,,America/New_York
3129,Katsuyori Shibata,76.2,182.88,182.88,101.7,6,Полусредний вес,1979-11-17,,,
3131,Yuya Shirai,76.2,172.72,172.72,101.7,6,Полусредний вес,1980-04-02,,,
3132,Alexander Shlemenko,83.91,180.34,180.34,101.7,7,Средний вес,1984-05-20,Russia,Omsk,Asia/Omsk
3133,Akira Shoji,88.45,172.72,172.72,101.7,8,Полутяжелый вес,1974-01-31,,,
3134,Landon Showalter,83.91,182.88,182.88,101.7,7,Средний вес,1976-06-14,,,
3135,Jack Shore,61.24,172.72,180.34,101.7,4,Полулегкий вес,1995-02-06,Wales,,
3136,Ivan Shtyrkov,92.99,182.88,187.96,101.7,8,Полутяжелый вес,1988-06-09,Russia,,Europe/Moscow
3137,Brandon Shuey,70.31,170.18,170.18,101.7,6,Полусредний вес,1976-02-01,,,
3138,Siala Siliga,131.54,185.42,185.42,101.7,14,Не определена,1970-10-08,USA,,America/New_York
3139,Kiril Sidelnikov,104.33,180.34,180.34,101.7,9,Тяжелый вес,1988-08-17,,,
3140,Xavier Siller,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1994-06-06,USA,,America/New_York
3141,Paulo Cesar Silva,174.63,226.06,226.06,101.7,14,Не определена,1963-07-21,,,
3143,Jean Silva,72.57,167.64,167.64,101.7,6,Полусредний вес,1977-10-08,,,
3144,Sidney Silva,77.11,190.5,190.5,101.7,7,Средний вес,1972-02-27,,,
3145,Fabio Silva,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1982-03-31,Brazil,,America/Sao_Paulo
3146,Dayana Silva,61.24,170.18,170.18,101.7,4,Полулегкий вес,1990-08-27,Brazil,,America/Sao_Paulo
3147,Rafael Silva,61.24,170.18,170.18,101.7,4,Полулегкий вес,1985-03-20,Brazil,Lages,America/Sao_Paulo
3148,Leonardo Silva,83.91,187.96,187.96,101.7,7,Средний вес,1992-04-23,Brazil,Salvador,America/Bahia
3149,Marcus Silveira,109.77,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,Brazil,Rio De Janeiro,America/Sao_Paulo
3151,Everett Sims,117.93,195.58,195.58,101.7,9,Тяжелый вес,1988-09-04,USA,,America/New_York
3152,Rob Sinclair,70.31,172.72,172.72,101.7,6,Полусредний вес,1980-02-20,England,Burnley,
3153,AJ Siscoe,61.24,170.18,170.18,101.7,4,Полулегкий вес,1970-01-01,USA,,
3154,Mitchell Sipe,111.13,187.96,187.96,101.7,9,Тяжелый вес,1996-04-09,USA,Bakersfield,America/Los_Angeles
3155,Jeri Sitzes,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1970-01-01,,,
3156,Yokthai Sithoar,64.86,170.18,170.18,101.7,4,Полулегкий вес,1974-12-25,,,
3157,Matt Skelton,120.2,190.5,190.5,101.7,14,Не определена,1967-01-23,,,
3158,Zach Skinner,65.77,167.64,167.64,101.7,4,Полулегкий вес,1970-01-01,USA,,America/New_York
3159,Brian Sleeman,83.91,172.72,172.72,101.7,7,Средний вес,1970-01-01,,,
3160,Ray Sloan,92.99,185.42,185.42,101.7,8,Полутяжелый вес,1985-07-14,,,
3161,Kestutis Smirnovas,90.72,177.8,177.8,101.7,8,Полутяжелый вес,1970-01-01,,,
3164,Josh Smith,70.31,182.88,182.88,101.7,6,Полусредний вес,1982-07-02,,,
3165,Dillon Smith,77.11,182.88,182.88,101.7,7,Средний вес,1970-01-01,,,
3167,Walter Smith-Cotito,61.24,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,USA,,America/New_York
3169,Devin Smyth,77.11,177.8,182.88,101.7,7,Средний вес,1995-07-21,USA,Williamston,
3170,Denis Sobolev,97.98,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,,,
3171,Joseph Solecki,70.31,175.26,180.34,101.7,6,Полусредний вес,1993-08-27,,,
3172,Chris Solomon,70.31,180.34,180.34,101.7,6,Полусредний вес,1970-01-01,,,
3174,Cody Sons,92.99,175.26,175.26,101.7,8,Полутяжелый вес,1970-01-01,USA,Bakersfield,America/Los_Angeles
3175,Punahele Soriano,83.91,180.34,182.88,101.7,7,Средний вес,1992-11-22,USA,,America/New_York
3176,Emiliano Sordi,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1991-02-15,Argentina,,America/Argentina/Mendoza
3177,Mario Soto,65.77,182.88,182.88,101.7,4,Полулегкий вес,1970-01-01,USA,,America/New_York
3178,Ben Sosoli,120.2,175.26,182.88,101.7,14,Не определена,1989-12-10,Australia,,Australia/Brisbane
3179,Charon Spain,70.31,175.26,175.26,101.7,6,Полусредний вес,1988-03-11,USA,,America/New_York
3180,Ron Sparks,120.2,195.58,195.58,101.7,14,Не определена,1970-01-01,,,
3181,Andreas Spang,83.91,185.42,185.42,101.7,7,Средний вес,1978-11-07,,,
3182,Patrick Speight,77.11,185.42,185.42,101.7,7,Средний вес,1970-01-01,,,
3183,Sam Spengler,83.91,180.34,180.34,101.7,7,Средний вес,1970-01-01,,,
3184,Mario Sperry,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1966-09-28,,,
3186,Daniel Spohn,92.99,193.04,193.04,101.7,8,Полутяжелый вес,1984-10-12,,,
3187,Waachiim Spiritwolf,77.11,172.72,172.72,101.7,7,Средний вес,1970-01-01,,,
3188,Austin Springer,65.77,172.72,180.34,101.7,4,Полулегкий вес,1987-05-12,USA,Washington State,America/New_York
3189,Bobby Stack,70.31,175.26,175.26,101.7,6,Полусредний вес,1970-01-01,,,
3191,Ricky Steele,61.24,175.26,187.96,101.7,4,Полулегкий вес,1988-05-26,USA,,America/New_York
3193,Ray Steinbeiss,77.11,180.34,180.34,101.7,7,Средний вес,1979-09-12,,,
3195,Marc Stevens,70.31,175.26,175.26,101.7,6,Полусредний вес,1970-01-01,USA,Lorraine,Australia/Brisbane
3196,Luke Stewart,77.11,180.34,180.34,101.7,7,Средний вес,1970-01-01,,,
3197,Lazar Stojadinovic,65.77,170.18,172.72,101.7,4,Полулегкий вес,1989-03-22,USA,Bronx,America/New_York
3198,Tyler Stinson,77.11,190.5,190.5,101.7,7,Средний вес,1986-01-17,,,
3199,Ryan Stonitsch,77.11,175.26,175.26,101.7,7,Средний вес,1977-02-03,,,
3200,George Stork,83.91,177.8,177.8,101.7,7,Средний вес,1970-01-01,,,
3202,Tim Stout,83.91,180.34,180.34,101.7,7,Средний вес,1979-02-09,,,
3203,Daniel Straus,65.77,170.18,170.18,101.7,4,Полулегкий вес,1984-07-27,USA,,America/New_York
3204,Kyle Sturgeon,102.06,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,,,
3205,Masanori Suda,83.01,175.26,175.26,101.7,7,Средний вес,1970-01-01,,,
3206,Daisuke Sugie,72.57,167.64,167.64,101.7,6,Полусредний вес,1970-01-01,Japan,Handa,Asia/Tokyo
3207,Takashi Sugiura,102.06,180.34,180.34,101.7,9,Тяжелый вес,1970-05-31,,,
3208,Naho Sugiyuma,47.63,154.94,154.94,101.7,14,Не определена,1978-02-03,,,
3209,Justin Sumter,83.91,187.96,203.2,101.7,7,Средний вес,1989-11-16,USA,,America/New_York
3210,Magomed Sultanakhmedov,83.91,187.96,187.96,101.7,7,Средний вес,1970-01-01,Russia,,Europe/Moscow
3211,Aji Susilo,70.31,177.8,177.8,101.7,6,Полусредний вес,1970-01-01,,,
3212,Jason Suttie,95.25,182.88,182.88,101.7,9,Тяжелый вес,1973-08-07,,,
3213,Kevin Syler,65.77,175.26,180.34,101.7,4,Полулегкий вес,1993-07-29,Bolivia,Santa Cruz de la Sierra,America/La_Paz
3214,Chad Sutton,83.91,185.42,185.42,101.7,7,Средний вес,1982-08-07,,,
3215,Tony Sylvester,102.06,185.42,185.42,101.7,9,Тяжелый вес,1978-01-27,,,
3216,Leo Sylvest,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1973-09-03,,,
3218,Osamu Tachihikari,136.08,195.58,195.58,101.7,14,Не определена,1970-01-01,,,
3219,Justin Tafa,119.75,182.88,187.96,101.7,14,Не определена,1993-12-13,Australia,,Australia/Brisbane
3220,Joe Taimanglo,61.24,162.56,162.56,101.7,4,Полулегкий вес,1984-06-27,USA,,Pacific/Guam
3221,Nobuhiko Takada,99.79,182.88,182.88,101.7,9,Тяжелый вес,1962-04-12,,,
3222,Yoko Takahashi,68.04,172.72,172.72,101.7,5,Легкий вес,1973-04-20,,,
3223,Yoshihiro Takayama,127.01,195.58,195.58,101.7,14,Не определена,1968-09-19,,,
3224,Hiroyuki Takaya,63.05,167.64,167.64,101.7,4,Полулегкий вес,1977-06-10,Japan,Narashino,Asia/Tokyo
3225,Tsuyoshi Tamakairiki,99.79,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,,,
3226,Makoto Takimoto,92.99,170.18,170.18,101.7,8,Полутяжелый вес,1979-12-08,,,
3227,Eli Tamez,61.24,170.18,170.18,101.7,4,Полулегкий вес,1985-08-22,USA,Mesquite,America/Los_Angeles
3228,Kiyoshi Tamura,83.91,180.34,180.34,101.7,7,Средний вес,1969-12-17,Japan,Okayama,Asia/Tokyo
3230,Akitoshi Tamura,61.24,175.26,177.8,101.7,4,Полулегкий вес,1980-05-31,Japan,Hyogo,Asia/Tokyo
3231,Gary Tapusoa,83.91,170.18,170.18,101.7,7,Средний вес,1970-01-01,,,
3232,Manny Tapia,61.24,165.1,170.18,101.7,4,Полулегкий вес,1981-03-14,,,
3234,Deividas Taurosevicius,65.77,175.26,172.72,101.7,4,Полулегкий вес,1977-08-28,,,
3235,Torrance Taylor,70.31,170.18,170.18,101.7,6,Полусредний вес,1970-01-01,,,
3236,Louis Taylor,83.91,180.34,187.96,101.7,7,Средний вес,1979-05-12,USA,,America/New_York
3238,Anthony Taylor,65.77,170.18,170.18,101.7,4,Полулегкий вес,1970-01-01,,,
